date,daily worker count
01/02/2017,12649
02/02/2017,12604
03/02/2017,12628
04/02/2017,7996
05/02/2017,7699
06/02/2017,13041
07/02/2017,12982
08/02/2017,12773
09/02/2017,12719
10/02/2017,12825
11/02/2017,8471
12/02/2017,8125
13/02/2017,13129
14/02/2017,12913
15/02/2017,12881
16/02/2017,12777
17/02/2017,12986
18/02/2017,8398
19/02/2017,7914
20/02/2017,12817
21/02/2017,12822
22/02/2017,12810
23/02/2017,12887
24/02/2017,12751
25/02/2017,8288
26/02/2017,7802
27/02/2017,12685
28/02/2017,12959
01/03/2017,13038
02/03/2017,12957
03/03/2017,12927
04/03/2017,8153
05/03/2017,7699
06/03/2017,13044
07/03/2017,12824
08/03/2017,12759
09/03/2017,12959
10/03/2017,12790
11/03/2017,8311
12/03/2017,7790
13/03/2017,13070
14/03/2017,12821
15/03/2017,12829
16/03/2017,12845
17/03/2017,12922
18/03/2017,8234
19/03/2017,7809
20/03/2017,12968
21/03/2017,12701
22/03/2017,12876
23/03/2017,12928
24/03/2017,12985
25/03/2017,8197
26/03/2017,7887
27/03/2017,13089
28/03/2017,12979
29/03/2017,13089
30/03/2017,13088
31/03/2017,12922
01/04/2017,8429
02/04/2017,7901
03/04/2017,13152
04/04/2017,13102
05/04/2017,13122
06/04/2017,13130
07/04/2017,13050
08/04/2017,8376
09/04/2017,8035
10/04/2017,13258
11/04/2017,13132
12/04/2017,13161
13/04/2017,13271
14/04/2017,13417
15/04/2017,9051
16/04/2017,7629
17/04/2017,9961
18/04/2017,13526
19/04/2017,12947
20/04/2017,12600
21/04/2017,12477
22/04/2017,8321
23/04/2017,7344
24/04/2017,8872
25/04/2017,8833
26/04/2017,8807
27/04/2017,8443
28/04/2017,8741
29/04/2017,7167
30/04/2017,6763
01/05/2017,8099
02/05/2017,8099
03/05/2017,8021
04/05/2017,8022
05/05/2017,8159
06/05/2017,6930
07/05/2017,6711
08/05/2017,8053
09/05/2017,8048
10/05/2017,7975
11/05/2017,8009
12/05/2017,7955
13/05/2017,6910
14/05/2017,6715
15/05/2017,7978
16/05/2017,7997
17/05/2017,7937
18/05/2017,7947
19/05/2017,7871
20/05/2017,6825
21/05/2017,6643
22/05/2017,8005
23/05/2017,8010
24/05/2017,7920
25/05/2017,8117
26/05/2017,7843
27/05/2017,6838
28/05/2017,6646
29/05/2017,7979
30/05/2017,7990
31/05/2017,7887
01/06/2017,7908
02/06/2017,7768
03/06/2017,6835
04/06/2017,6724
05/06/2017,7849
06/06/2017,7777
07/06/2017,7720
08/06/2017,7730
09/06/2017,7675
10/06/2017,6828
11/06/2017,6625
12/06/2017,7785
13/06/2017,7784
14/06/2017,7701
15/06/2017,7700
16/06/2017,7648
17/06/2017,6830
18/06/2017,6628
19/06/2017,7770
20/06/2017,7779
21/06/2017,7693
22/06/2017,7712
23/06/2017,7659
24/06/2017,6819
25/06/2017,6622
26/06/2017,7742
27/06/2017,7752
28/06/2017,7685
29/06/2017,7693
30/06/2017,7633
01/07/2017,6807
02/07/2017,6604
03/07/2017,7700
04/07/2017,7705
05/07/2017,7652
06/07/2017,7651
07/07/2017,7619
08/07/2017,6812
09/07/2017,6608
10/07/2017,7697
11/07/2017,7706
12/07/2017,7642
13/07/2017,7652
14/07/2017,7613
15/07/2017,6806
16/07/2017,6604
17/07/2017,7659
18/07/2017,7659
19/07/2017,7654
20/07/2017,7652
21/07/2017,7628
22/07/2017,6809
23/07/2017,6594
24/07/2017,7644
25/07/2017,7653
26/07/2017,7627
27/07/2017,7632
28/07/2017,7585
29/07/2017,6810
30/07/2017,6604
31/07/2017,7649
